row_id,class_id
test_pen1_tur_cam1_20250921_062945_0000,3
test_pen1_tur_cam1_20250921_062945_0001,3
test_pen1_tur_cam1_20250921_062945_0002,3
test_pen1_tur_cam1_20250921_062945_0003,0
test_pen1_tur_cam1_20250921_062945_0004,4
test_pen1_tur_cam1_20250921_062945_0005,3
test_pen1_tur_cam1_20250921_062945_0006,0
test_pen1_tur_cam1_20250921_062945_0007,0
test_pen1_tur_cam1_20250921_062945_0008,1
test_pen1_tur_cam1_20250921_063047_0000,3
test_pen1_tur_cam1_20250921_063047_0001,4
test_pen1_tur_cam1_20250921_063047_0002,4
test_pen1_tur_cam1_20250921_063047_0003,3
test_pen1_tur_cam1_20250921_063047_0004,1
test_pen1_tur_cam1_20250921_063047_0005,0
test_pen1_tur_cam1_20250921_063047_0006,0
test_pen1_tur_cam1_20250921_063047_0007,3
test_pen1_tur_cam1_20250921_063047_0008,0
test_pen1_tur_cam1_20250921_070255_0000,4
test_pen1_tur_cam1_20250921_070255_0001,1
test_pen1_tur_cam1_20250921_070255_0002,4
test_pen1_tur_cam1_20250921_070255_0003,3
test_pen1_tur_cam1_20250921_070255_0004,3
test_pen1_tur_cam1_20250921_070255_0005,3
test_pen1_tur_cam1_20250921_070255_0006,3
test_pen1_tur_cam1_20250921_070255_0007,3
test_pen1_tur_cam1_20250921_070957_0000,3
test_pen1_tur_cam1_20250921_070957_0001,3
test_pen1_tur_cam1_20250921_070957_0002,3
test_pen1_tur_cam1_20250921_070957_0003,3
test_pen1_tur_cam1_20250921_070957_0004,3
test_pen1_tur_cam1_20250921_070957_0005,3
test_pen1_tur_cam1_20250921_070957_0006,3
test_pen1_tur_cam1_20250921_070957_0007,3
test_pen1_tur_cam1_20250921_070957_0008,3
test_pen1_tur_cam1_20250921_071058_0000,3
test_pen1_tur_cam1_20250921_071058_0001,3
test_pen1_tur_cam1_20250921_071058_0002,3
test_pen1_tur_cam1_20250921_071058_0003,3
test_pen1_tur_cam1_20250921_071058_0004,3
test_pen1_tur_cam1_20250921_071058_0005,3
test_pen1_tur_cam1_20250921_071058_0006,3
test_pen1_tur_cam1_20250921_071058_0007,3
test_pen1_tur_cam1_20250921_071058_0008,3
test_pen1_tur_cam1_20250921_071258_0000,3
test_pen1_tur_cam1_20250921_071258_0001,3
test_pen1_tur_cam1_20250921_071258_0002,3
test_pen1_tur_cam1_20250921_071258_0003,3
test_pen1_tur_cam1_20250921_071258_0004,3
test_pen1_tur_cam1_20250921_071258_0005,3
test_pen1_tur_cam1_20250921_071258_0006,3
test_pen1_tur_cam1_20250921_071258_0007,3
test_pen1_tur_cam1_20250921_071258_0008,3
test_pen1_tur_cam1_20250921_071458_0000,3
test_pen1_tur_cam1_20250921_071458_0001,3
test_pen1_tur_cam1_20250921_071458_0002,3
test_pen1_tur_cam1_20250921_071458_0003,3
test_pen1_tur_cam1_20250921_071458_0004,3
test_pen1_tur_cam1_20250921_071458_0005,3
test_pen1_tur_cam1_20250921_071458_0006,3
test_pen1_tur_cam1_20250921_071458_0007,3
test_pen1_tur_cam1_20250921_071458_0008,4
test_pen1_tur_cam1_20250921_071559_0000,4
test_pen1_tur_cam1_20250921_071559_0001,3
test_pen1_tur_cam1_20250921_071559_0002,3
test_pen1_tur_cam1_20250921_071559_0003,3
test_pen1_tur_cam1_20250921_071559_0004,3
test_pen1_tur_cam1_20250921_071559_0005,3
test_pen1_tur_cam1_20250921_071559_0006,3
test_pen1_tur_cam1_20250921_071559_0007,3
test_pen1_tur_cam1_20250921_071759_0000,3
test_pen1_tur_cam1_20250921_071759_0001,3
test_pen1_tur_cam1_20250921_071759_0002,4
test_pen1_tur_cam1_20250921_071759_0003,3
test_pen1_tur_cam1_20250921_071759_0004,4
test_pen1_tur_cam1_20250921_071759_0005,3
test_pen1_tur_cam1_20250921_071759_0006,3
test_pen1_tur_cam1_20250921_071759_0007,4
test_pen1_tur_cam1_20250921_071759_0008,3
test_pen1_tur_cam1_20250921_071959_0000,3
test_pen1_tur_cam1_20250921_071959_0001,2
test_pen1_tur_cam1_20250921_071959_0002,3
test_pen1_tur_cam1_20250921_071959_0003,3
test_pen1_tur_cam1_20250921_071959_0004,3
test_pen1_tur_cam1_20250921_071959_0005,3
test_pen1_tur_cam1_20250921_071959_0006,3
test_pen1_tur_cam1_20250921_071959_0007,4
test_pen1_tur_cam1_20250921_072101_0000,3
test_pen1_tur_cam1_20250921_072101_0001,4
test_pen1_tur_cam1_20250921_072101_0002,3
test_pen1_tur_cam1_20250921_072101_0003,3
test_pen1_tur_cam1_20250921_072101_0004,4
test_pen1_tur_cam1_20250921_072101_0005,3
test_pen1_tur_cam1_20250921_072101_0006,4
test_pen1_tur_cam1_20250921_072101_0007,3
test_pen1_tur_cam1_20250921_072101_0008,4
test_pen1_tur_cam1_20250921_072301_0000,3
test_pen1_tur_cam1_20250921_072301_0001,4
test_pen1_tur_cam1_20250921_072301_0002,0
test_pen1_tur_cam1_20250921_072301_0003,4
test_pen1_tur_cam1_20250921_072301_0004,3
test_pen1_tur_cam1_20250921_072301_0005,3
test_pen1_tur_cam1_20250921_072301_0006,3
test_pen1_tur_cam1_20250921_072301_0007,3
test_pen1_tur_cam1_20250921_072301_0008,4
test_pen1_tur_cam1_20250921_072501_0000,3
test_pen1_tur_cam1_20250921_072501_0001,3
test_pen1_tur_cam1_20250921_072501_0002,0
test_pen1_tur_cam1_20250921_072501_0003,4
test_pen1_tur_cam1_20250921_072501_0004,4
test_pen1_tur_cam1_20250921_072501_0005,3
test_pen1_tur_cam1_20250921_072501_0006,3
test_pen1_tur_cam1_20250921_072501_0007,3
test_pen1_tur_cam1_20250921_073002_0000,3
test_pen1_tur_cam1_20250921_073002_0001,0
test_pen1_tur_cam1_20250921_073002_0002,3
test_pen1_tur_cam1_20250921_073002_0003,3
test_pen1_tur_cam1_20250921_073002_0004,4
test_pen1_tur_cam1_20250921_073002_0005,4
test_pen1_tur_cam1_20250921_073002_0006,3
test_pen1_tur_cam1_20250921_073002_0007,4
test_pen1_tur_cam1_20250921_073002_0008,4
test_pen1_tur_cam1_20250921_073303_0000,4
test_pen1_tur_cam1_20250921_073303_0001,3
test_pen1_tur_cam1_20250921_073303_0002,0
test_pen1_tur_cam1_20250921_073303_0003,4
test_pen1_tur_cam1_20250921_073303_0004,3
test_pen1_tur_cam1_20250921_073303_0005,3
test_pen1_tur_cam1_20250921_073303_0006,1
test_pen1_tur_cam1_20250921_073303_0007,4
test_pen1_tur_cam1_20250921_073303_0008,3
test_pen1_tur_cam1_20250921_074124_0000,3
test_pen1_tur_cam1_20250921_074124_0001,3
test_pen1_tur_cam1_20250921_074124_0002,1
test_pen1_tur_cam1_20250921_074124_0003,3
test_pen1_tur_cam1_20250921_074124_0004,0
test_pen1_tur_cam1_20250921_074124_0005,0
test_pen1_tur_cam1_20250921_074124_0006,4
test_pen1_tur_cam1_20250921_074124_0007,3
test_pen1_tur_cam1_20250921_074124_0008,4
test_pen1_tur_cam1_20250921_075035_0000,1
test_pen1_tur_cam1_20250921_075035_0001,0
test_pen1_tur_cam1_20250921_075035_0002,3
test_pen1_tur_cam1_20250921_075035_0003,4
test_pen1_tur_cam1_20250921_075035_0004,1
test_pen1_tur_cam1_20250921_075035_0005,0
test_pen1_tur_cam1_20250921_075035_0006,3
test_pen1_tur_cam1_20250921_075035_0007,4
test_pen1_tur_cam1_20250921_075035_0008,1
test_pen1_tur_cam1_20250921_075546_0000,3
test_pen1_tur_cam1_20250921_075546_0001,2
test_pen1_tur_cam1_20250921_075546_0002,4
test_pen1_tur_cam1_20250921_075546_0003,1
test_pen1_tur_cam1_20250921_075546_0004,3
test_pen1_tur_cam1_20250921_075546_0005,1
test_pen1_tur_cam1_20250921_075546_0006,3
test_pen1_tur_cam1_20250921_075546_0007,1
test_pen1_tur_cam1_20250921_075546_0008,0
test_pen1_tur_cam1_20250921_082253_0000,1
test_pen1_tur_cam1_20250921_082253_0001,0
test_pen1_tur_cam1_20250921_082253_0002,1
test_pen1_tur_cam1_20250921_082253_0003,3
test_pen1_tur_cam1_20250921_082253_0004,3
test_pen1_tur_cam1_20250921_082253_0005,0
test_pen1_tur_cam1_20250921_082253_0006,3
test_pen1_tur_cam1_20250921_082253_0007,0
test_pen1_tur_cam1_20250921_082253_0008,1
test_pen1_tur_cam1_20250921_082453_0000,0
test_pen1_tur_cam1_20250921_082453_0001,4
test_pen1_tur_cam1_20250921_082453_0002,3
test_pen1_tur_cam1_20250921_082453_0003,3
test_pen1_tur_cam1_20250921_082453_0004,4
test_pen1_tur_cam1_20250921_082453_0005,3
test_pen1_tur_cam1_20250921_082453_0006,4
test_pen1_tur_cam1_20250921_082453_0007,4
test_pen1_tur_cam1_20250921_082453_0008,3
test_pen1_tur_cam1_20250921_082653_0000,3
test_pen1_tur_cam1_20250921_082653_0001,3
test_pen1_tur_cam1_20250921_082653_0002,3
test_pen1_tur_cam1_20250921_082653_0003,3
test_pen1_tur_cam1_20250921_082653_0004,3
test_pen1_tur_cam1_20250921_082653_0005,3
test_pen1_tur_cam1_20250921_082653_0006,3
test_pen1_tur_cam1_20250921_082653_0007,3
test_pen1_tur_cam1_20250921_082653_0008,3
test_pen1_tur_cam1_20250921_082804_0000,3
test_pen1_tur_cam1_20250921_082804_0001,3
test_pen1_tur_cam1_20250921_082804_0002,3
test_pen1_tur_cam1_20250921_082804_0003,3
test_pen1_tur_cam1_20250921_082804_0004,3
test_pen1_tur_cam1_20250921_082804_0005,3
test_pen1_tur_cam1_20250921_082804_0006,3
test_pen1_tur_cam1_20250921_082804_0007,3
test_pen1_tur_cam1_20250921_082804_0008,3
test_pen1_tur_cam1_20250921_083004_0000,3
test_pen1_tur_cam1_20250921_083004_0001,4
test_pen1_tur_cam1_20250921_083004_0002,3
test_pen1_tur_cam1_20250921_083004_0003,3
test_pen1_tur_cam1_20250921_083004_0004,3
test_pen1_tur_cam1_20250921_083004_0005,3
test_pen1_tur_cam1_20250921_083004_0006,4
test_pen1_tur_cam1_20250921_083004_0007,3
test_pen1_tur_cam1_20250921_083004_0008,3
test_pen1_tur_cam1_20250921_083204_0000,4
test_pen1_tur_cam1_20250921_083204_0001,4
test_pen1_tur_cam1_20250921_083204_0002,4
test_pen1_tur_cam1_20250921_083204_0003,3
test_pen1_tur_cam1_20250921_083204_0004,3
test_pen1_tur_cam1_20250921_083204_0005,1
test_pen1_tur_cam1_20250921_083204_0006,4
test_pen1_tur_cam1_20250921_083204_0007,3
test_pen1_tur_cam1_20250921_083204_0008,3
test_pen1_tur_cam1_20250921_083715_0000,3
test_pen1_tur_cam1_20250921_083715_0001,3
test_pen1_tur_cam1_20250921_083715_0002,2
test_pen1_tur_cam1_20250921_083715_0003,3
test_pen1_tur_cam1_20250921_083715_0004,3
test_pen1_tur_cam1_20250921_083715_0005,4
test_pen1_tur_cam1_20250921_083715_0006,4
test_pen1_tur_cam1_20250921_083715_0007,4
test_pen1_tur_cam1_20250921_083715_0008,4
test_pen1_tur_cam1_20250921_083826_0000,4
test_pen1_tur_cam1_20250921_083826_0001,3
test_pen1_tur_cam1_20250921_083826_0002,2
test_pen1_tur_cam1_20250921_083826_0003,3
test_pen1_tur_cam1_20250921_083826_0004,4
test_pen1_tur_cam1_20250921_083826_0005,3
test_pen1_tur_cam1_20250921_083826_0006,2
test_pen1_tur_cam1_20250921_083826_0007,4
test_pen1_tur_cam1_20250921_083826_0008,3
test_pen1_tur_cam1_20250921_084026_0000,3
test_pen1_tur_cam1_20250921_084026_0001,3
test_pen1_tur_cam1_20250921_084026_0002,4
test_pen1_tur_cam1_20250921_084026_0003,3
test_pen1_tur_cam1_20250921_084026_0004,3
test_pen1_tur_cam1_20250921_084026_0005,3
test_pen1_tur_cam1_20250921_084026_0006,4
test_pen1_tur_cam1_20250921_084026_0007,4
test_pen1_tur_cam1_20250921_084026_0008,4
test_pen1_tur_cam1_20250921_084226_0000,4
test_pen1_tur_cam1_20250921_084226_0001,3
test_pen1_tur_cam1_20250921_084226_0002,4
test_pen1_tur_cam1_20250921_084226_0003,4
test_pen1_tur_cam1_20250921_084226_0004,4
test_pen1_tur_cam1_20250921_084226_0005,3
test_pen1_tur_cam1_20250921_084226_0006,3
test_pen1_tur_cam1_20250921_084226_0007,3
test_pen1_tur_cam1_20250921_084226_0008,4
test_pen1_tur_cam1_20250921_085248_0000,3
test_pen1_tur_cam1_20250921_085248_0001,4
test_pen1_tur_cam1_20250921_085248_0002,4
test_pen1_tur_cam1_20250921_085248_0003,4
test_pen1_tur_cam1_20250921_085248_0004,4
test_pen1_tur_cam1_20250921_085248_0005,0
test_pen1_tur_cam1_20250921_085248_0006,3
test_pen1_tur_cam1_20250921_085248_0007,1
test_pen1_tur_cam1_20250921_085248_0008,4
test_pen1_tur_cam1_20250921_085759_0000,1
test_pen1_tur_cam1_20250921_085759_0001,4
test_pen1_tur_cam1_20250921_085759_0002,4
test_pen1_tur_cam1_20250921_085759_0003,3
test_pen1_tur_cam1_20250921_085759_0004,3
test_pen1_tur_cam1_20250921_085759_0005,3
test_pen1_tur_cam1_20250921_085759_0006,1
test_pen1_tur_cam1_20250921_085759_0007,3
test_pen1_tur_cam1_20250921_085759_0008,4
test_pen1_tur_cam1_20250921_090621_0000,1
test_pen1_tur_cam1_20250921_090621_0001,0
test_pen1_tur_cam1_20250921_090621_0002,1
test_pen1_tur_cam1_20250921_090621_0003,4
test_pen1_tur_cam1_20250921_090621_0004,3
test_pen1_tur_cam1_20250921_090621_0005,3
test_pen1_tur_cam1_20250921_090621_0006,4
test_pen1_tur_cam1_20250921_090621_0007,3
test_pen1_tur_cam1_20250921_090621_0008,4
test_pen1_tur_cam1_20250921_091134_0000,2
test_pen1_tur_cam1_20250921_091134_0001,3
test_pen1_tur_cam1_20250921_091134_0002,0
test_pen1_tur_cam1_20250921_091134_0003,1
test_pen1_tur_cam1_20250921_091134_0004,3
test_pen1_tur_cam1_20250921_091134_0005,0
test_pen1_tur_cam1_20250921_091134_0006,4
test_pen1_tur_cam1_20250921_091134_0007,3
test_pen1_tur_cam1_20250921_091134_0008,4
test_pen1_tur_cam1_20250921_091334_0000,4
test_pen1_tur_cam1_20250921_091334_0001,0
test_pen1_tur_cam1_20250921_091334_0002,3
test_pen1_tur_cam1_20250921_091334_0003,0
test_pen1_tur_cam1_20250921_091334_0004,4
test_pen1_tur_cam1_20250921_091334_0005,4
test_pen1_tur_cam1_20250921_091334_0006,3
test_pen1_tur_cam1_20250921_091334_0007,1
test_pen1_tur_cam1_20250921_091334_0008,1
test_pen1_tur_cam1_20250921_092154_0000,4
test_pen1_tur_cam1_20250921_092154_0001,4
test_pen1_tur_cam1_20250921_092154_0002,3
test_pen1_tur_cam1_20250921_092154_0003,3
test_pen1_tur_cam1_20250921_092154_0004,0
test_pen1_tur_cam1_20250921_092154_0005,3
test_pen1_tur_cam1_20250921_092154_0006,3
test_pen1_tur_cam1_20250921_092154_0007,3
test_pen1_tur_cam1_20250921_092154_0008,4
test_pen1_tur_cam1_20250921_092354_0000,2
test_pen1_tur_cam1_20250921_092354_0001,3
test_pen1_tur_cam1_20250921_092354_0002,3
test_pen1_tur_cam1_20250921_092354_0003,3
test_pen1_tur_cam1_20250921_092354_0004,4
test_pen1_tur_cam1_20250921_092354_0005,3
test_pen1_tur_cam1_20250921_092354_0006,3
test_pen1_tur_cam1_20250921_092354_0007,3
test_pen1_tur_cam1_20250921_092354_0008,4
test_pen1_tur_cam1_20250921_092505_0000,3
test_pen1_tur_cam1_20250921_092505_0001,3
test_pen1_tur_cam1_20250921_092505_0002,2
test_pen1_tur_cam1_20250921_092505_0003,3
test_pen1_tur_cam1_20250921_092505_0004,3
test_pen1_tur_cam1_20250921_092505_0005,3
test_pen1_tur_cam1_20250921_092505_0006,3
test_pen1_tur_cam1_20250921_092505_0007,4
test_pen1_tur_cam1_20250921_092505_0008,4
test_pen1_tur_cam1_20250921_092705_0000,3
test_pen1_tur_cam1_20250921_092705_0001,3
test_pen1_tur_cam1_20250921_092705_0002,3
test_pen1_tur_cam1_20250921_092705_0003,3
test_pen1_tur_cam1_20250921_092705_0004,3
test_pen1_tur_cam1_20250921_092705_0005,3
test_pen1_tur_cam1_20250921_092705_0006,3
test_pen1_tur_cam1_20250921_092705_0007,3
test_pen1_tur_cam1_20250921_092705_0008,3
test_pen1_tur_cam1_20250921_092905_0000,3
test_pen1_tur_cam1_20250921_092905_0001,3
test_pen1_tur_cam1_20250921_092905_0002,3
test_pen1_tur_cam1_20250921_092905_0003,3
test_pen1_tur_cam1_20250921_092905_0004,3
test_pen1_tur_cam1_20250921_092905_0005,3
test_pen1_tur_cam1_20250921_092905_0006,3
test_pen1_tur_cam1_20250921_092905_0007,3
test_pen1_tur_cam1_20250921_092905_0008,3
test_pen1_tur_cam1_20250921_093017_0000,3
test_pen1_tur_cam1_20250921_093017_0001,3
test_pen1_tur_cam1_20250921_093017_0002,3
test_pen1_tur_cam1_20250921_093017_0003,3
test_pen1_tur_cam1_20250921_093017_0004,3
test_pen1_tur_cam1_20250921_093017_0005,3
test_pen1_tur_cam1_20250921_093017_0006,3
test_pen1_tur_cam1_20250921_093017_0007,3
test_pen1_tur_cam1_20250921_093217_0000,3
test_pen1_tur_cam1_20250921_093217_0001,3
test_pen1_tur_cam1_20250921_093217_0002,3
test_pen1_tur_cam1_20250921_093217_0003,3
test_pen1_tur_cam1_20250921_093217_0004,3
test_pen1_tur_cam1_20250921_093217_0005,3
test_pen1_tur_cam1_20250921_093217_0006,3
test_pen1_tur_cam1_20250921_093217_0007,3
test_pen1_tur_cam1_20250921_093728_0000,3
test_pen1_tur_cam1_20250921_093728_0001,0
test_pen1_tur_cam1_20250921_093728_0002,3
test_pen1_tur_cam1_20250921_093728_0003,3
test_pen1_tur_cam1_20250921_093728_0004,3
test_pen1_tur_cam1_20250921_093728_0005,3
test_pen1_tur_cam1_20250921_093728_0006,3
test_pen1_tur_cam1_20250921_093728_0007,3
test_pen1_tur_cam1_20250921_093728_0008,4
test_pen1_tur_cam1_20250921_093928_0000,4
test_pen1_tur_cam1_20250921_093928_0001,0
test_pen1_tur_cam1_20250921_093928_0002,3
test_pen1_tur_cam1_20250921_093928_0003,3
test_pen1_tur_cam1_20250921_093928_0004,3
test_pen1_tur_cam1_20250921_093928_0005,4
test_pen1_tur_cam1_20250921_093928_0006,4
test_pen1_tur_cam1_20250921_093928_0007,3
test_pen1_tur_cam1_20250921_093928_0008,4
test_pen1_tur_cam1_20250921_094950_0000,0
test_pen1_tur_cam1_20250921_094950_0001,3
test_pen1_tur_cam1_20250921_094950_0002,4
test_pen1_tur_cam1_20250921_094950_0003,4
test_pen1_tur_cam1_20250921_094950_0004,3
test_pen1_tur_cam1_20250921_094950_0005,4
test_pen1_tur_cam1_20250921_094950_0006,4
test_pen1_tur_cam1_20250921_094950_0007,4
test_pen1_tur_cam1_20250921_094950_0008,4
test_pen1_tur_cam1_20250922_115017_0000,0
test_pen1_tur_cam1_20250922_115017_0001,1
test_pen1_tur_cam1_20250922_115017_0002,1
test_pen1_tur_cam1_20250922_115017_0003,0
test_pen1_tur_cam1_20250922_115017_0004,0
test_pen1_tur_cam1_20250922_115017_0005,3
test_pen1_tur_cam1_20250922_115017_0006,0
test_pen1_tur_cam1_20250922_115017_0007,4
test_pen1_tur_cam1_20250922_115017_0008,4
test_pen1_tur_cam1_20250922_115518_0000,1
test_pen1_tur_cam1_20250922_115518_0001,3
test_pen1_tur_cam1_20250922_115518_0002,3
test_pen1_tur_cam1_20250922_115518_0003,0
test_pen1_tur_cam1_20250922_115518_0004,3
test_pen1_tur_cam1_20250922_115518_0005,0
test_pen1_tur_cam1_20250922_115518_0006,3
test_pen1_tur_cam1_20250922_115518_0007,4
test_pen1_tur_cam1_20250922_115518_0008,4
test_pen1_tur_cam1_20250922_120220_0000,3
test_pen1_tur_cam1_20250922_120220_0001,3
test_pen1_tur_cam1_20250922_120220_0002,0
test_pen1_tur_cam1_20250922_120220_0003,1
test_pen1_tur_cam1_20250922_120220_0004,0
test_pen1_tur_cam1_20250922_120220_0005,1
test_pen1_tur_cam1_20250922_120220_0006,0
test_pen1_tur_cam1_20250922_120220_0007,3
test_pen1_tur_cam1_20250922_120220_0008,4
test_pen1_tur_cam1_20250922_121222_0000,1
test_pen1_tur_cam1_20250922_121222_0001,1
test_pen1_tur_cam1_20250922_121222_0002,3
test_pen1_tur_cam1_20250922_121222_0003,0
test_pen1_tur_cam1_20250922_121222_0004,3
test_pen1_tur_cam1_20250922_121222_0005,4
test_pen1_tur_cam1_20250922_121222_0006,3
test_pen1_tur_cam1_20250922_121222_0007,3
test_pen1_tur_cam1_20250922_121222_0008,0
test_pen1_tur_cam1_20250922_122226_0000,3
test_pen1_tur_cam1_20250922_122226_0001,1
test_pen1_tur_cam1_20250922_122226_0002,3
test_pen1_tur_cam1_20250922_122226_0003,1
test_pen1_tur_cam1_20250922_122226_0004,0
test_pen1_tur_cam1_20250922_122226_0005,3
test_pen1_tur_cam1_20250922_122226_0006,0
test_pen1_tur_cam1_20250922_122226_0007,0
test_pen1_tur_cam1_20250922_122226_0008,3
test_pen1_tur_cam1_20250922_122527_0000,1
test_pen1_tur_cam1_20250922_122527_0001,4
test_pen1_tur_cam1_20250922_122527_0002,1
test_pen1_tur_cam1_20250922_122527_0003,0
test_pen1_tur_cam1_20250922_122527_0004,0
test_pen1_tur_cam1_20250922_122527_0005,3
test_pen1_tur_cam1_20250922_122527_0006,3
test_pen1_tur_cam1_20250922_122527_0007,3
test_pen1_tur_cam1_20250922_122527_0008,0
test_pen1_tur_cam1_20250922_124732_0000,4
test_pen1_tur_cam1_20250922_124732_0001,4
test_pen1_tur_cam1_20250922_124732_0002,3
test_pen1_tur_cam1_20250922_124732_0003,4
test_pen1_tur_cam1_20250922_124732_0004,4
test_pen1_tur_cam1_20250922_124732_0005,3
test_pen1_tur_cam1_20250922_124732_0006,3
test_pen1_tur_cam1_20250922_124732_0007,0
test_pen1_tur_cam1_20250922_124732_0008,2
test_pen1_tur_cam1_20250922_124932_0000,2
test_pen1_tur_cam1_20250922_124932_0001,4
test_pen1_tur_cam1_20250922_124932_0002,0
test_pen1_tur_cam1_20250922_124932_0003,3
test_pen1_tur_cam1_20250922_124932_0004,3
test_pen1_tur_cam1_20250922_124932_0005,3
test_pen1_tur_cam1_20250922_124932_0006,2
test_pen1_tur_cam1_20250922_124932_0007,2
test_pen1_tur_cam1_20250922_124932_0008,4
test_pen1_tur_cam1_20250922_125034_0000,2
test_pen1_tur_cam1_20250922_125034_0001,3
test_pen1_tur_cam1_20250922_125034_0002,4
test_pen1_tur_cam1_20250922_125034_0003,3
test_pen1_tur_cam1_20250922_125034_0004,3
test_pen1_tur_cam1_20250922_125034_0005,3
test_pen1_tur_cam1_20250922_125034_0006,3
test_pen1_tur_cam1_20250922_125034_0007,4
test_pen1_tur_cam1_20250922_125034_0008,4
test_pen1_tur_cam1_20250922_125434_0000,3
test_pen1_tur_cam1_20250922_125434_0001,3
test_pen1_tur_cam1_20250922_125434_0002,3
test_pen1_tur_cam1_20250922_125434_0003,3
test_pen1_tur_cam1_20250922_125434_0004,3
test_pen1_tur_cam1_20250922_125434_0005,3
test_pen1_tur_cam1_20250922_125434_0006,3
